"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-10-31,"22308","VA","Washington-Arlington-Alexandria","Fairfax County","Fort Hunt",8457,2948.69,0.012,0.0269,0.1114,5023
2019-10-31,"28360","NC","Lumberton","Robeson County","Lumberton",8458,792.2,0.0202,0.0332,0.0273,2195
2019-10-31,"75654","TX","Longview","Rusk County","Henderson",8459,1239.22,0.0014,0.0091,0.0165,3876
2019-10-31,"08031","NJ","Philadelphia-Camden-Wilmington","Camden County","Bellmawr",8460,1236.03,0.0018,-0.0116,-0.0244,3506
2019-10-31,"33972","FL","Cape Coral-Fort Myers","Lee County","Lehigh Acres",8461,1229.48,0.0069,0.0087,-0.0053,5570
2019-10-31,"27025","NC","Greensboro-High Point","Rockingham County","Madison",8462,795.77,0.0134,0.0532,0.0645,3494
2019-10-31,"32908","FL","Palm Bay-Melbourne-Titusville","Brevard County","Palm Bay",8463,1350.01,0.0013,0.0028,0.0125,5463
2019-10-31,"78163","TX","San Antonio-New Braunfels","Comal County","Bulverde",8464,1413.94,0.0003,-0.0167,-0.0067,4487
2019-10-31,"07836","NJ","New York-Newark-Jersey City","Morris County","Mt Olive Township",8465,1740.59,-0.0021,-0.0624,-0.2224,4326
2019-10-31,"45648","OH","Portsmouth","Scioto County","Lucasville",8466,859.48,-0.014,-0.0163,-0.0018,3083
2019-10-31,"93908","CA","Salinas","Monterey County","Salinas",8467,3092.86,0.0119,0.0207,0.0155,4840
2019-10-31,"37879","TN",,"Claiborne County","Tazewell",8468,951.63,-0.002,0.0207,0.056,4040
2019-10-31,"03874","NH","Boston-Cambridge-Newton","Rockingham County","Seabrook",8469,2014.46,-0.0181,-0.0078,0.0594,2824
2019-10-31,"33976","FL","Cape Coral-Fort Myers","Lee County","Lehigh Acres",8470,1235.22,-0.0057,-0.0069,-0.0046,6006
2019-10-31,"20695","MD","Washington-Arlington-Alexandria","Charles County","White Plains",8471,2022.41,0.0005,0.0122,0.0177,4566
2019-10-31,"29829","SC","Augusta-Richmond County","Aiken County","Graniteville",8472,1008.02,-0.0286,-0.0382,-0.0354,4181
2019-10-31,"43023","OH","Columbus","Licking County","Granville",8473,1506.59,-0.0322,-0.0562,0.0259,4710
2019-10-31,"35769","AL","Scottsboro","Jackson County","Scottsboro",8474,1028.08,-0.0067,0.0435,0.0993,3765
2019-10-31,"32344","FL","Tallahassee","Jefferson County","Monticello",8475,1344.85,-0.0007,-0.0094,0.0155,3775
2019-10-31,"75223","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",8476,1171.45,0.0154,0.024,-0.0083,3861
2019-10-31,"07734","NJ","New York-Newark-Jersey City","Monmouth County","Keansburg",8477,1831.58,0.0212,0.0275,0.0174,4582
2019-10-31,"19526","PA","Reading","Berks County","Hamburg",8478,1119.24,0.012,0.0321,-0.0099,3766
2019-10-31,"45106","OH","Cincinnati","Clermont County","Bethel",8479,1056.87,-0.0054,-0.0119,0.1106,3795
2019-10-31,"94708","CA","San Francisco-Oakland-Hayward","Alameda County","Berkeley",8480,4019.29,-0.0269,-0.018,-0.0542,5642
2019-10-31,"31415","GA","Savannah","Chatham County","Savannah",8481,1206.67,0.0202,0.0469,0.0114,4464
2019-10-31,"13148","NY","Seneca Falls","Seneca County","Town of Seneca Falls",8482,1121.8,0.0105,-0.0586,-0.1296,3825
2019-10-31,"49740","MI",,"Emmet County","Harbor Springs",8483,1236.73,0.019,0.0278,-0.0204,1252
2019-10-31,"04976","ME",,"Somerset County","Skowhegan",8484,1184.69,0.0265,0.0256,0.0843,3324
2019-10-31,"88081","NM","Las Cruces","Dona Ana County","Chaparral",8485,917.89,-0.0058,-0.0364,-0.0216,1564
2019-10-31,"27214","NC","Greensboro-High Point","Guilford County","Browns Summit",8486,945.69,-0.0263,0.0125,0.0863,4201
2019-10-31,"14411","NY","Rochester","Orleans County","Town of Albion",8487,1288.71,-0.0127,-0.0056,-0.0235,3967
2019-10-31,"93644","CA","Madera","Madera County","Oakhurst",8488,1488.94,0.0027,0.0157,0.0334,3258
2019-10-31,"44615","OH","Canton-Massillon","Carroll County","Carrollton",8489,935.01,0.026,0.0266,0.0326,3702
2019-10-31,"22307","VA","Washington-Arlington-Alexandria","Fairfax County","Belle Haven",8490,2330.25,0.0305,0.0322,0.2791,4811
2019-10-31,"28713","NC",,"Swain County","Bryson City",8491,1203.76,0.0128,0.0263,0.0176,5121
2019-10-31,"56649","MN",,"Koochiching County","International Falls",8492,1025.17,-0.0676,-0.0642,-0.1032,3891
2019-10-31,"66101","KS","Kansas City","Wyandotte County","Kansas City",8493,894.6,0.0227,0.0335,0.133,3581
2019-10-31,"35223","AL","Birmingham-Hoover","Jefferson County","Mountain Brook",8494,2130.59,-0.0034,-0.0278,-0.0114,4663
2019-10-31,"69341","NE","Scottsbluff","Scotts Bluff County","Gering",8495,943.47,0.0132,0.0097,-0.0315,3951
2019-10-31,"79108","TX","Amarillo","Potter County","Amarillo",8496,896.48,0.0068,-0.009,-0.0588,3556
2019-10-31,"83350","ID","Burley","Minidoka County","Rupert",8497,979.44,0.0117,0.0405,0.0576,3689
2019-10-31,"20166","VA","Washington-Arlington-Alexandria","Loudoun County","Sterling",8498,2080.46,-0.0018,-0.0005,0.0391,4212
2019-10-31,"33540","FL","Tampa-St. Petersburg-Clearwater","Pasco County","Zephyrhills",8499,1200.23,0.0093,-0.0019,0.0301,1739
2019-10-31,"66224","KS","Kansas City","Johnson County","Leawood",8500,1822.19,-0.0082,0.0022,-0.0034,5067
2019-10-31,"15129","PA","Pittsburgh","Allegheny County","South Park Township",8501,1036.85,-0.0127,-0.0111,-0.0065,4125
2019-10-31,"66720","KS",,"Neosho County","Chanute",8502,770.95,0.0037,0.0133,-0.0135,4608
2019-10-31,"30546","GA",,"Towns County","Hiawassee",8503,1292.75,0.0238,0.0312,0.083,6627
2019-10-31,"40242","KY","Louisville/Jefferson County","Jefferson County","Louisville",8504,1192.8,-0.0121,-0.0091,-0.0185,3787
2019-10-31,"27601","NC","Raleigh","Wake County","Raleigh",8505,1520.17,0.0019,0.0179,0.0973,3387
2019-10-31,"89508","NV","Reno","Washoe County","Cold Springs",8506,1727.7,0.0063,0.0226,0.0349,4586
2019-10-31,"10980","NY","New York-Newark-Jersey City","Rockland County","Town of Stony Point",8507,2101.51,0.0264,0.0484,-0.0013,4562
2019-10-31,"08318","NJ","Philadelphia-Camden-Wilmington","Salem County","Elmer",8508,1341.14,0.0114,0.049,0.036,3977
2019-10-31,"07022","NJ","New York-Newark-Jersey City","Bergen County","Fairview",8509,1978,-0.0063,0.0004,0.0442,2493
2019-10-31,"50112","IA",,"Poweshiek County","Grinnell",8510,942.71,-0.0174,-0.0358,-0.0673,4066
2019-10-31,"80549","CO","Fort Collins","Larimer County","Wellington",8511,1737.45,0.0122,0.0212,0.0274,4985
2019-10-31,"08863","NJ","New York-Newark-Jersey City","Middlesex County","Edison",8512,1907.1,0.0034,0.0102,-0.0074,3855
2019-10-31,"16511","PA","Erie","Erie County","Erie",8513,873.84,0.0497,0.0675,0.0692,4023
2019-10-31,"45669","OH","Huntington-Ashland","Lawrence County","Proctorville",8514,945.89,-0.0249,-0.0326,0.0009,4020
2019-10-31,"36613","AL","Mobile","Mobile County","Eight Mile",8515,825.53,0.0086,0.0114,-0.0553,4325
2019-10-31,"85054","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",8516,2013.78,0.0245,0.0664,0.0873,4148
2019-10-31,"38060","TN","Memphis","Fayette County","Oakland",8517,1477.11,0.0565,0.1145,0.1043,4828
2019-10-31,"28657","NC",,"Avery County","Newland",8518,1119.2,-0.0079,-0.0113,0.0004,5404
2019-10-31,"80435","CO","Breckenridge","Summit County","Keystone",8519,2979.63,0.0337,0.0543,0.0601,10714
2019-10-31,"65809","MO","Springfield","Greene County","Springfield",8520,1339.13,0.0387,0.1626,0.2646,4627
2019-10-31,"80018","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",8521,2147.96,0.0016,0.0042,0.0381,4972
2019-10-31,"83669","ID","Boise City","Ada County","Star",8522,1549.77,-0.0224,0.001,0.0295,5309
2019-10-31,"11742","NY","New York-Newark-Jersey City","Suffolk County","Holtsville",8523,2377.98,-0.0074,-0.0221,0.0448,3769
2019-10-31,"64501","MO","St. Joseph","Buchanan County","Saint Joseph",8524,715.74,0.0262,0.0326,0.003,4053
2019-10-31,"71241","LA","Monroe","Union Parish","Farmerville",8525,981.55,-0.0357,-0.0389,-0.0341,2595
2019-10-31,"95073","CA","Santa Cruz-Watsonville","Santa Cruz County","Soquel",8526,3204.9,-0.0123,-0.006,-0.0127,2997
2019-10-31,"19004","PA","Philadelphia-Camden-Wilmington","Montgomery County","Lower Merion Township",8527,1985.29,-0.008,-0.0087,0.0257,4173
2019-10-31,"66611","KS","Topeka","Shawnee County","Topeka",8528,886.97,-0.0117,-0.0094,-0.0908,3714
2019-10-31,"08609","NJ","Trenton","Mercer County","Trenton",8529,1279.65,0.0136,0.0278,0.0418,3215
2019-10-31,"08004","NJ","Philadelphia-Camden-Wilmington","Camden County","Winslow Township",8530,1390.5,-0.0081,-0.0213,-0.0437,4305
2019-10-31,"28333","NC","Goldsboro","Wayne County","Dudley",8531,924.02,0.0119,0.0128,-0.0046,2238
2019-10-31,"43103","OH","Columbus","Pickaway County","Ashville",8532,1013.87,-0.0237,-0.0318,-0.1073,3754
2019-10-31,"34428","FL","Homosassa Springs","Citrus County","Crystal River",8533,1289.35,0.015,0.0369,0.0414,3636
2019-10-31,"30268","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Palmetto",8534,1141.6,-0.0196,-0.0155,-0.0143,4867
2019-10-31,"76230","TX",,"Montague County","Bowie",8535,1237.97,-0.0118,-0.0046,-0.0006,3197
2019-10-31,"80621","CO","Greeley","Weld County","Fort Lupton",8536,1780.96,0.0082,0.0337,0.0787,4433
2019-10-31,"77078","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",8537,1221.47,-0.0054,0.0068,-0.0436,4425
2019-10-31,"85344","AZ",,"La Paz County","Parker",8538,1383.48,0.0117,0.026,0.0429,2110
2019-10-31,"99623","AK","Anchorage","Matanuska Susitna Borough","Wasilla",8539,1353.53,0.0241,0.0217,0.0122,13160
2019-10-31,"45806","OH","Lima","Allen County","Fort Shawnee",8540,1029.23,0.0049,0.0219,0.1166,3971
2019-10-31,"02563","MA","Barnstable Town","Barnstable County","Sandwich",8541,1912.72,-0.0272,-0.0226,0.0207,5301
2019-10-31,"20781","MD","Washington-Arlington-Alexandria","Prince Georges County","Hyattsville",8542,1657.42,0.0286,0.0424,0.0315,3445
2019-10-31,"14625","NY","Rochester","Monroe County","Town Of Penfield",8543,1463.48,0.0034,-0.0228,0.0263,3960
2019-10-31,"36064","AL","Montgomery","Montgomery County","Pike Road",8544,1574.53,0.0408,0.0255,0.0737,4662
2019-10-31,"62918","IL","Carbondale-Marion","Williamson County","Carterville",8545,753.01,-0.008,0.0083,-0.0641,3872
2019-10-31,"60545","IL","Chicago-Naperville-Elgin","Kendall County","Plano",8546,1520.66,0.0185,0.0351,0.0106,4451
2019-10-31,"32643","FL","Gainesville","Alachua County","High Springs",8547,1323.13,0.013,0.0068,0.0712,4023
2019-10-31,"29691","SC","Seneca","Oconee County","Walhalla",8548,976.5,0.0545,0.0531,0.0507,3042
2019-10-31,"34217","FL","North Port-Sarasota-Bradenton","Manatee County","Holmes Beach",8549,3070.93,0.0401,0.0174,0.0122,6586
2019-10-31,"81505","CO","Grand Junction","Mesa County","Grand Junction",8550,1355.8,-0.003,0.001,0.0657,4907
2019-10-31,"33170","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Goulds",8551,1836.82,0.0139,0.0082,-0.0075,4682
2019-10-31,"03909","ME","Portland-South Portland","York County","York",8552,1650.31,-0.0816,-0.0902,0.0006,7889
2019-10-31,"36610","AL","Mobile","Mobile County","Prichard",8553,752.48,-0.004,-0.0001,-0.0449,4846
2019-10-31,"62010","IL","St. Louis","Madison County","Bethalto",8554,850.63,0.0044,0.0163,0.0343,4417
2019-10-31,"07062","NJ","New York-Newark-Jersey City","Union County","Plainfield",8555,1880.58,0.0064,0.0284,0.0044,4440
2019-10-31,"66226","KS","Kansas City","Johnson County","Shawnee",8556,1668.51,0.0112,0.0291,0.0379,4459
2019-10-31,"08512","NJ","New York-Newark-Jersey City","Middlesex County","Cranbury Township",8557,1673.3,-0.0002,-0.0038,-0.0365,3330
2019-10-31,"38751","MS","Indianola","Sunflower County","Indianola",8558,795.19,0.0242,0.0291,-0.0313,3601
2019-10-31,"53563","WI","Janesville-Beloit","Rock County","Milton",8559,970.95,0.0135,0.0172,0.011,2071
2019-10-31,"33868","FL","Lakeland-Winter Haven","Polk County","Polk City",8560,1187.59,0.0222,0.0216,0.0539,2206
2019-10-31,"89109","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",8561,1514.41,0.0103,0.0189,0.056,8311
2019-10-31,"70444","LA","Hammond","Tangipahoa Parish","Kentwood",8562,942.08,-0.0156,-0.0428,-0.0285,2521
2019-10-31,"67219","KS","Wichita","Sedgwick County","Park City",8563,839.91,0.0068,-0.055,-0.0627,5019
2019-10-31,"35125","AL","Birmingham-Hoover","Saint Clair County","Pell City",8564,1118.74,0.006,0.0271,0.0767,2427
2019-10-31,"04915","ME",,"Waldo County","Belfast",8565,1266.54,-0.0189,-0.0142,-0.0232,2784
2019-10-31,"42345","KY","Central City","Muhlenberg County","Greenville",8566,858.17,0.0266,0.029,0.0317,1969
2019-10-31,"98346","WA","Bremerton-Silverdale","Kitsap County","Kingston",8567,1880.81,0.0107,0.0393,0.0652,3981
2019-10-31,"19102","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",8568,1744.36,0.0116,0.0123,-0.0119,3111
2019-10-31,"74868","OK",,"Seminole County","Seminole",8569,794.11,-0.0232,-0.0204,-0.0115,4148
2019-10-31,"01462","MA","Worcester","Worcester County","Lunenburg",8570,1498.06,-0.0037,-0.0069,0.0147,4302
2019-10-31,"28723","NC","Cullowhee","Jackson County","Cullowhee",8571,1027.76,-0.0334,-0.1354,0.0876,2051
2019-10-31,"60410","IL","Chicago-Naperville-Elgin","Will County","Channahon",8572,1604.93,0.0194,0.0388,0.0297,3196
2019-10-31,"34604","FL","Tampa-St. Petersburg-Clearwater","Hernando County","Spring Hill",8573,1332.64,-0.0021,0.0214,0.0082,4073
2019-10-31,"50588","IA","Storm Lake","Buena Vista County","Storm Lake",8574,899.16,0.0009,-0.0007,-0.0008,3913
2019-10-31,"35906","AL","Gadsden","Etowah County","Rainbow City",8575,877.88,0.0374,0.042,-0.0386,3269
2019-10-31,"16901","PA",,"Tioga County","Delmar Township",8576,1101.19,0.0136,0.0158,0.1337,4414
2019-10-31,"49007","MI","Kalamazoo-Portage","Kalamazoo County","Kalamazoo",8577,1154.17,0.0328,0.0345,0.084,2713
2019-10-31,"22960","VA",,"Orange County","Orange",8578,1255.78,-0.0023,0.0156,0.0384,3952
2019-10-31,"31082","GA",,"Washington County","Sandersville",8579,970.19,0.0178,0.0329,-0.0052,3085
2019-10-31,"61548","IL","Peoria","Woodford County","Metamora",8580,1249.69,0.0138,0.0268,0.1937,1084
2019-10-31,"06239","CT","Worcester","Windham County","Killingly",8581,1241.87,0.0177,0.0362,0.0645,6655
2019-10-31,"16354","PA","Meadville","Crawford County","Titusville",8582,851.84,0.0912,0.0793,-0.1082,1209
2019-10-31,"29161","SC","Florence","Florence County","Timmonsville",8583,1101.57,0.0258,0.0532,0.0143,1624
2019-10-31,"28778","NC","Asheville","Buncombe County","Swannanoa",8584,1444.66,0.0562,0.0541,0.0383,3519
2019-10-31,"23510","VA","Virginia Beach-Norfolk-Newport News","Norfolk City","Norfolk",8585,1405.07,-0.0204,-0.023,-0.05,2059
2019-10-31,"44044","OH","Cleveland-Elyria","Lorain County","Grafton",8586,1199.94,0.0039,0.0261,-0.0293,4685
2019-10-31,"60712","IL","Chicago-Naperville-Elgin","Cook County","Lincolnwood",8587,1714.43,-0.0246,-0.0176,0.0005,5054
2019-10-31,"87020","NM","Grants","Cibola County","Grants",8588,987.08,0.0293,0.0251,0.0102,2940
2019-10-31,"64075","MO","Kansas City","Jackson County","Oak Grove",8589,943.35,0.0053,0.0155,0.0022,4478
2019-10-31,"60523","IL","Chicago-Naperville-Elgin","DuPage County","Oak Brook",8590,2413.68,0.0365,0.0455,0.1133,4536
2019-10-31,"21047","MD","Baltimore-Columbia-Towson","Harford County","Fallston",8591,1792.67,-0.0439,-0.0423,0.008,4683
2019-10-31,"48360","MI","Detroit-Warren-Dearborn","Oakland County","Orion",8592,1605.22,0.0102,0.019,0.0405,5166
2019-10-31,"98019","WA","Seattle-Tacoma-Bellevue","King County","Duvall",8593,2035.56,-0.0091,-0.0027,0.0167,4050
2019-10-31,"95320","CA","Stockton-Lodi","San Joaquin County","Escalon",8594,1765.73,-0.0005,0.0062,0.0143,3747
2019-10-31,"12586","NY","New York-Newark-Jersey City","Orange County","Walden",8595,1578.18,0.0054,0.0214,0.0395,4514
2019-10-31,"26452","WV",,"Lewis County","Weston",8596,850.07,0.0087,0.0056,0.003,4049
2019-10-31,"22827","VA","Harrisonburg","Rockingham County","Elkton",8597,1178.24,0.0365,0.0652,0.1068,3523
2019-10-31,"91708","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Chino",8598,2338.09,-0.0033,0.0069,-0.0201,4004
2019-10-31,"64105","MO","Kansas City","Jackson County","Kansas City",8599,1194.03,0.0241,0.0145,0.0428,2676
2019-10-31,"33330","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Cooper City",8600,2315.05,0.0054,0.0033,-0.0522,6576
2019-10-31,"04412","ME","Bangor","Penobscot County","Brewer",8601,1297.86,0.0118,-0.0185,0.0481,3428
2019-10-31,"35634","AL","Florence-Muscle Shoals","Lauderdale County","Florence",8602,1016.58,0.0713,0.1116,0.1196,4039
2019-10-31,"77807","TX","College Station-Bryan","Brazos County","Bryan",8603,1215.88,-0.0174,-0.0292,-0.0061,3174
2019-10-31,"20882","MD","Washington-Arlington-Alexandria","Montgomery County","Damascus",8604,1715.83,-0.0212,-0.0159,-0.2314,4798
2019-10-31,"01879","MA","Boston-Cambridge-Newton","Middlesex County","Tyngsboro",8605,2062.81,-0.0267,-0.0178,-0.0512,4621
2019-10-31,"57069","SD","Vermillion","Clay County","Vermillion",8606,940.34,-0.0592,-0.0729,-0.019,2962
2019-10-31,"07885","NJ","New York-Newark-Jersey City","Morris County","Wharton",8607,1939.38,-0.0015,-0.0019,-0.0269,4061
2019-10-31,"10528","NY","New York-Newark-Jersey City","Westchester County","Harrison",8608,2495.84,-0.0184,-0.013,0.0243,3407
2019-10-31,"95006","CA","Santa Cruz-Watsonville","Santa Cruz County","Boulder Creek",8609,2827.99,-0.0007,0.0052,-0.0415,3991
2019-10-31,"97403","OR","Eugene","Lane County","Eugene",8610,1564.48,-0.0029,-0.0188,0.0182,2579
2019-10-31,"48895","MI","Lansing-East Lansing","Ingham County","Williamston",8611,1219.36,-0.0264,-0.0305,0.0781,3923
2019-10-31,"47804","IN","Terre Haute","Vigo County","Terre Haute",8612,686.44,0.0189,0.0142,-0.0356,4246
2019-10-31,"07932","NJ","New York-Newark-Jersey City","Morris County","Florham Park",8613,2622.05,-0.019,0.011,0.0181,3376
2019-10-31,"17102","PA","Harrisburg-Carlisle","Dauphin County","Harrisburg",8614,993.84,0.0184,0.0546,0.0545,3250
2019-10-31,"44090","OH","Cleveland-Elyria","Lorain County","Wellington",8615,985.81,-0.0188,-0.0267,0.0596,3956
2019-10-31,"81006","CO","Pueblo","Pueblo County","Pueblo",8616,1254.19,0.0091,0.0158,0.0294,4271
2019-10-31,"61523","IL","Peoria","Peoria County","Chillicothe",8617,844.72,-0.0194,-0.0093,0.0225,4385
2019-10-31,"74023","OK","Stillwater","Payne County","Cushing",8618,861.93,-0.0192,-0.0132,-0.0387,4426
2019-10-31,"44471","OH","Youngstown-Warren-Boardman","Mahoning County","Struthers",8619,699.44,0.0109,0.0077,-0.0372,4636
2019-10-31,"36206","AL","Anniston-Oxford-Jacksonville","Calhoun County","Saks",8620,742.49,0.0406,0.0581,0.0192,4260
2019-10-31,"60176","IL","Chicago-Naperville-Elgin","Cook County","Schiller Park",8621,1322.45,-0.0153,-0.0026,0.0036,3638
2019-10-31,"48122","MI","Detroit-Warren-Dearborn","Wayne County","Melvindale",8622,893.89,0.0141,0.0306,0.0128,4017
2019-10-31,"85004","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",8623,1434.78,0.011,0.0364,0.0728,2635
2019-10-31,"08051","NJ","Philadelphia-Camden-Wilmington","Gloucester County","Mantua Township",8624,1420.12,0.0041,0.0096,-0.0173,4268
2019-10-31,"11416","NY","New York-Newark-Jersey City","Queens County","New York",8625,2231.32,0.0075,0.0078,0.0084,5467
2019-10-31,"60558","IL","Chicago-Naperville-Elgin","Cook County","Western Springs",8626,1823.95,0.0194,0.0254,0.0373,4968
2019-10-31,"19540","PA","Reading","Berks County","Mohnton",8627,1187.01,-0.008,0.0015,-0.022,4206
2019-10-31,"17113","PA","Harrisburg-Carlisle","Dauphin County","Steelton",8628,1032.24,-0.0155,-0.0043,0.0825,4426
2019-10-31,"01082","MA","Springfield","Hampshire County","Ware",8629,1313.55,0.0132,0.0691,0.051,3677
2019-10-31,"18324","PA","New York-Newark-Jersey City","Pike County","Lehman Township",8630,1243.49,-0.005,-0.0054,-0.021,8440
2019-10-31,"61301","IL","Ottawa-Peru","La Salle County","La Salle",8631,922.73,0.0037,-0.002,0.0225,2906
2019-10-31,"06608","CT","Bridgeport-Stamford-Norwalk","Fairfield County","Bridgeport",8632,1424.54,-0.0104,-0.0103,0.0114,2216
2019-10-31,"37381","TN","Dayton","Rhea County","Spring City",8633,1032.12,-0.0002,0.0154,0.0469,3828
2019-10-31,"65233","MO",,"Cooper County","Boonville",8634,880.44,0.0334,0.0368,0.0718,4682
2019-10-31,"95334","CA","Merced","Merced County","Livingston",8635,1355.15,0.007,0.0191,0.0441,3518
2019-10-31,"70445","LA","New Orleans-Metairie","Saint Tammany Parish","Lacombe",8636,1378.96,-0.0138,-0.0036,-0.0017,2778
2019-10-31,"43021","OH","Columbus","Delaware County","Galena",8637,1997.6,-0.0048,0.0016,0.0378,4915
2019-10-31,"20872","MD","Washington-Arlington-Alexandria","Montgomery County","Damascus",8638,1681.21,-0.0006,0.0014,-0.0259,4579
2019-10-31,"44408","OH","Salem","Columbiana County","Columbiana",8639,910.52,0.0903,0.0935,0.1178,3731
2019-10-31,"60554","IL","Chicago-Naperville-Elgin","Kane County","Sugar Grove",8640,1676.57,0.0225,0.0296,0.023,4426
2019-10-31,"77068","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",8641,1214.6,-0.0476,-0.0205,-0.0227,3425
2019-10-31,"01463","MA","Boston-Cambridge-Newton","Middlesex County","Pepperell",8642,2092.22,-0.0402,-0.0323,-0.0194,3942
2019-10-31,"98148","WA","Seattle-Tacoma-Bellevue","King County","Burien",8643,1792.92,-0.0093,0.0021,-0.0117,2629
2019-10-31,"08628","NJ","Trenton","Mercer County","Ewing Township",8644,1719.16,-0.0153,-0.0007,-0.0048,3087
2019-10-31,"38462","TN",,"Lewis County","Hohenwald",8645,932.82,0.0124,0.0385,0.0491,3265
2019-10-31,"46184","IN","Indianapolis-Carmel-Anderson","Johnson County","New Whiteland",8646,1171.77,0.0149,0.0303,0.0227,4976
2019-10-31,"57785","SD","Rapid City","Meade County","Sturgis",8647,1040.34,0.0438,0.0288,-0.0768,2783
2019-10-31,"97479","OR","Roseburg","Douglas County","Sutherlin",8648,1266.18,0.0636,0.1004,0.143,3279
2019-10-31,"11436","NY","New York-Newark-Jersey City","Queens County","New York",8649,2218.25,0.0011,0.0007,0.005,6752
2019-10-31,"61607","IL","Peoria","Peoria County","Bartonville",8650,800.16,-0.0146,-0.0131,-0.0085,4683
2019-10-31,"97089","OR","Portland-Vancouver-Hillsboro","Clackamas County","Damascus",8651,1998.67,0.0129,-0.0146,-0.0628,4631
2019-10-31,"50327","IA","Des Moines-West Des Moines","Polk County","Pleasant Hill",8652,1089.05,-0.0068,-0.0073,-0.0631,4053
2019-10-31,"84087","UT","Ogden-Clearfield","Davis County","Woods Cross",8653,1599.17,-0.004,-0.0031,0.0058,5051
2019-10-31,"30531","GA","Cornelia","Habersham County","Cornelia",8654,1289.31,-0.007,0.0073,0.0017,3326
2019-10-31,"68133","NE","Omaha-Council Bluffs","Sarpy County","Papillion",8655,1305.05,-0.0205,-0.01,-0.1071,4047
2019-10-31,"93465","CA","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County","Templeton",8656,2331.04,-0.0148,-0.03,-0.0204,3172
2019-10-31,"30525","GA",,"Rabun County","Clayton",8657,1262.8,0.0089,0.0134,0.0537,5993
2019-10-31,"54971","WI","Fond du Lac","Fond du Lac County","Ripon",8658,816.53,-0.001,0.006,0.0406,2378
2019-10-31,"85003","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",8659,1474.31,0.0133,0.0435,0.0713,3263
2019-10-31,"46802","IN","Fort Wayne","Allen County","Fort Wayne",8660,769.82,0.0381,0.0474,0.0334,2697
2019-10-31,"85131","AZ","Phoenix-Mesa-Scottsdale","Pinal County","Eloy",8661,1091.69,0.018,0.0327,0.0962,3397
2019-10-31,"12211","NY","Albany-Schenectady-Troy","Albany County","Town of Colonie",8662,1598,0.0339,0.0074,0.0143,4724
2019-10-31,"21788","MD","Washington-Arlington-Alexandria","Frederick County","Thurmont",8663,1496.28,-0.0005,0.0042,-0.016,4314
2019-10-31,"72560","AR",,"Stone County","Mountain View",8664,835.88,-0.0003,0.0006,0.002,3835
2019-10-31,"76645","TX",,"Hill County","Hillsboro",8665,1266.18,-0.0016,0.0817,0.0062,1953
2019-10-31,"32640","FL","Palatka","Putnam County","Hawthorne",8666,895.72,0.0102,-0.0076,-0.0279,3406
2019-10-31,"49103","MI","Niles-Benton Harbor","Berrien County","Oronoko",8667,993.76,-0.0302,-0.0032,0.0338,2735
2019-10-31,"32204","FL","Jacksonville","Duval County","Jacksonville",8668,1085.13,0.008,-0.004,0.0474,3887
2019-10-31,"44432","OH","Salem","Columbiana County","Lisbon",8669,849.77,0.0646,0.0879,0.1588,2962
2019-10-31,"32814","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",8670,1539.3,0.0375,0.0524,0.1119,3498
2019-10-31,"11764","NY","New York-Newark-Jersey City","Suffolk County","Miller Place",8671,2506.67,0.0098,0.0036,-0.0193,5119
2019-10-31,"19475","PA","Philadelphia-Camden-Wilmington","Chester County","East Vincent Township",8672,1622.1,0.0022,0.0249,0.0669,3730
2019-10-31,"07974","NJ","New York-Newark-Jersey City","Union County","New Providence",8673,2442.25,-0.0135,-0.0129,0.0399,4100
2019-10-31,"35653","AL",,"Franklin County","Russellville",8674,849.21,0.0186,0.0315,-0.021,4619
2019-10-31,"76164","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",8675,1256.94,0.0127,0.0281,0.0688,4369
2019-10-31,"38068","TN","Memphis","Fayette County","Somerville",8676,1299.38,0.0665,0.1132,0.2556,3553
2019-10-31,"03570","NH","Berlin","Coos County","Berlin",8677,1300.42,0.0049,0.0356,0.0885,3479
2019-10-31,"47119","IN","Louisville/Jefferson County","Floyd County","Floyds Knobs",8678,1400.64,0.0058,0.0218,0.106,4709
2019-10-31,"59711","MT",,"Deer Lodge County","Anaconda",8679,975.97,0.0392,0.0563,0.0268,4555
